ID caso,Año de los casos,Rango de edad de la victima,Departamento,Mes,Casos atendidos segun su mes,Casos atendidos segun el rango de edad,Casos atendidos segun el año,Casos mas repotados segun el tipo de violencia,Acciones preventivas por año,Casos mas atendidos segun autodentificadores étnicos,Centros mas utilizados
1,2021,18-29,Lima,julio,158,347,32317,psicologica,459,mestizo,regular
1,2021,18-29,Lima,agosto,399,342,32317,sexual,354,mestizo,regular
1,2021,18-29,Lima,septiembre,492,135,32317,psicologica,304,mestizo,comisaria
1,2021,18-29,Lima,octubre,394,269,32317,psicologica,287,mestizo,regular
1,2021,18-29,Lima,noviembre,169,131,32317,psicologica,339,mestizo,regular
1,2021,18-29,Lima,diciembre,446,532,32317,psicologica,586,mestizo,regular
1,2021,30+,Lima,enero,589,416,32317,psicologica,510,mestizo,regular
1,2021,30+,Lima,febrero,505,574,32317,psicologica,248,mestizo,regular
1,2021,30+,Lima,marzo,393,642,32317,fisica,496,mestizo,regular
1,2021,30+,Lima,abril,160,683,32317,psicologica,161,mestizo,regular
1,2021,30+,Lima,mayo,394,684,32317,psicologica,409,mestizo,regular
1,2021,30+,Lima,junio,452,470,32317,psicologica,162,mestizo,regular
1,2021,30+,Lima,julio,587,561,32317,fisica,287,mestizo,regular
1,2021,30+,Lima,agosto,591,146,32317,psicologica,380,mestizo,regular
1,2021,30+,Lima,septiembre,597,97,32317,psicologica,221,mestizo,regular
1,2021,30+,Lima,octubre,338,117,32317,psicologica,543,mestizo,regular
1,2021,30+,Lima,noviembre,723,300,32317,fisica,338,mestizo,regular
1,2021,30+,Lima,diciembre,302,147,32317,psicologica,540,mestizo,regular
1,2022,0-5,Lima,enero,706,171,17673,psicologica,506,mestizo,comisaria
1,2022,0-5,Lima,febrero,191,451,17673,psicologica,410,mestizo,regular
1,2022,0-5,Lima,marzo,171,461,17673,psicologica,539,mestizo,regular
1,2022,0-5,Lima,abril,551,656,17673,psicologica,196,mestizo,regular
1,2022,0-5,Lima,mayo,227,131,17673,psicologica,415,mestizo,regular
1,2022,0-5,Lima,junio,615,135,17673,psicologica,445,quechua,regular
1,2022,0-5,Lima,julio,374,402,17673,psicologica,349,quechua,regular
1,2022,0-5,Lima,agosto,56,551,17673,psicologica,215,quechua,regular
1,2022,0-5,Lima,septiembre,495,376,17673,psicologica,627,mestizo,regular
1,2022,0-5,Lima,octubre,309,398,17673,psicologica,233,mestizo,regular
1,2022,0-5,Lima,noviembre,55,301,17673,psicologica,559,mestizo,comisaria
1,2022,0-5,Lima,diciembre,185,388,17673,psicologica,130,mestizo,comisaria
1,2022,6-11,Lima,enero,757,330,17673,psicologica,462,mestizo,comisaria
1,2022,6-11,Lima,febrero,526,181,17673,psicologica,104,blanco,regular
1,2022,6-11,Lima,marzo,526,236,17673,fisica,192,mestizo,regular
1,2022,6-11,Lima,abril,576,237,17673,psicologica,621,mestizo,regular
1,2022,6-11,Lima,mayo,614,170,17673,fisica,511,mestizo,regular
1,2022,6-11,Lima,junio,317,134,17673,psicologica,376,mestizo,comisaria
1,2022,6-11,Lima,julio,406,569,17673,psicologica,425,mestizo,comisaria
1,2022,6-11,Lima,agosto,747,574,17673,fisica,149,mestizo,regular
1,2022,6-11,Lima,septiembre,212,261,17673,psicologica,120,mestizo,comisaria
1,2022,6-11,Lima,octubre,244,171,17673,psicologica,657,mestizo,regular
1,2022,6-11,Lima,noviembre,309,291,17673,psicologica,479,mestizo,regular
1,2022,6-11,Lima,diciembre,199,505,17673,psicologica,504,mestizo,regular
1,2022,12-17,Lima,enero,693,467,17673,psicologica,442,quechua,comisaria
1,2022,12-17,Lima,febrero,674,422,17673,fisica,367,mestizo,comisaria
1,2022,12-17,Lima,marzo,71,398,17673,psicologica,129,mestizo,comisaria
1,2022,12-17,Lima,abril,208,373,17673,psicologica,389,mestizo,regular
1,2022,12-17,Lima,mayo,588,434,17673,psicologica,276,mestizo,regular
1,2022,12-17,Lima,junio,149,244,17673,psicologica,283,mestizo,comisaria
1,2022,12-17,Lima,julio,188,507,17673,psicologica,331,mestizo,comisaria
1,2022,12-17,Lima,agosto,450,331,17673,psicologica,663,mestizo,regular
1,2022,12-17,Lima,septiembre,786,352,17673,fisica,590,mestizo,regular
1,2022,12-17,Lima,octubre,633,235,17673,psicologica,654,mestizo,regular
1,2022,12-17,Lima,noviembre,220,252,17673,psicologica,134,blanco,comisaria
1,2022,12-17,Lima,diciembre,437,666,17673,psicologica,289,mestizo,comisaria
1,2022,18-29,Lima,enero,182,124,17673,psicologica,301,mestizo,regular
1,2022,18-29,Lima,febrero,445,173,17673,psicologica,203,mestizo,regular
1,2022,18-29,Lima,marzo,325,268,17673,sexual,484,quechua,regular
1,2022,18-29,Lima,abril,118,113,17673,psicologica,661,quechua,regular
1,2022,18-29,Lima,mayo,186,657,17673,psicologica,515,mestizo,comisaria
1,2022,18-29,Lima,junio,572,273,17673,psicologica,345,mestizo,comisaria
1,2022,18-29,Lima,julio,646,284,17673,psicologica,154,mestizo,regular
1,2022,18-29,Lima,agosto,488,216,17673,sexual,573,mestizo,regular
1,2022,18-29,Lima,septiembre,407,398,17673,psicologica,181,mestizo,regular
1,2022,18-29,Lima,octubre,736,191,17673,psicologica,480,quechua,regular
1,2022,18-29,Lima,noviembre,374,419,17673,psicologica,529,mestizo,comisaria
1,2022,18-29,Lima,diciembre,721,159,17673,fisica,562,mestizo,regular
1,2022,30+,Lima,enero,264,685,17673,psicologica,262,quechua,regular
1,2022,30+,Lima,febrero,503,361,17673,psicologica,180,blanco,regular
1,2022,30+,Lima,marzo,144,520,17673,fisica,526,mestizo,comisaria
1,2022,30+,Lima,abril,686,476,17673,psicologica,182,mestizo,comisaria
1,2022,30+,Lima,mayo,390,130,17673,psicologica,280,mestizo,regular
1,2022,30+,Lima,junio,729,173,17673,psicologica,644,mestizo,regular
1,2022,30+,Lima,julio,161,215,17673,fisica,103,mestizo,comisaria
1,2022,30+,Lima,agosto,274,491,17673,psicologica,634,mestizo,comisaria
1,2022,30+,Lima,septiembre,339,539,17673,psicologica,630,mestizo,comisaria
1,2022,30+,Lima,octubre,341,342,17673,psicologica,103,mestizo,comisaria
1,2022,30+,Lima,noviembre,94,345,17673,fisica,476,blanco,regular
1,2022,30+,Lima,diciembre,131,326,17673,psicologica,578,mestizo,comisaria
1,2020,0-5,Lima,enero,466,465,36526,psicologica,125,mestizo,comisaria
1,2020,0-5,Lima,febrero,512,469,36526,psicologica,169,mestizo,comisaria
1,2020,0-5,Lima,marzo,704,464,36526,psicologica,394,mestizo,regular
1,2020,0-5,Lima,abril,696,454,36526,sexual,438,mestizo,regular
1,2020,0-5,Lima,mayo,648,390,36526,psicologica,516,mestizo,comisaria
1,2020,0-5,Lima,junio,364,287,36526,psicologica,369,mestizo,regular
1,2020,0-5,Lima,julio,674,341,36526,psicologica,415,mestizo,regular
1,2020,0-5,Lima,agosto,178,259,36526,fisica,606,mestizo,regular
1,2020,0-5,Lima,septiembre,103,367,36526,psicologica,548,mestizo,regular
1,2020,0-5,Lima,octubre,428,366,36526,psicologica,143,mestizo,comisaria
1,2020,0-5,Lima,noviembre,772,407,36526,psicologica,180,blanco,comisaria
1,2020,0-5,Lima,diciembre,540,347,36526,psicologica,195,mestizo,regular
1,2020,6-11,Lima,enero,113,379,36526,fisica,140,mestizo,regular
1,2020,6-11,Lima,febrero,296,631,36526,psicologica,621,mestizo,regular
1,2020,6-11,Lima,marzo,582,533,36526,psicologica,247,mestizo,comisaria
1,2020,6-11,Lima,abril,149,569,36526,psicologica,357,mestizo,regular
1,2020,6-11,Lima,mayo,367,470,36526,psicologica,127,mestizo,comisaria
1,2020,6-11,Lima,junio,476,172,36526,psicologica,175,mestizo,regular
1,2020,6-11,Lima,julio,685,269,36526,psicologica,664,mestizo,regular
1,2020,6-11,Lima,agosto,316,257,36526,fisica,361,mestizo,comisaria
1,2020,6-11,Lima,septiembre,660,502,36526,psicologica,343,mestizo,regular
1,2020,6-11,Lima,octubre,238,312,36526,psicologica,444,mestizo,regular
1,2020,6-11,Lima,noviembre,220,387,36526,psicologica,116,mestizo,regular
1,2020,6-11,Lima,diciembre,236,657,36526,psicologica,478,mestizo,comisaria
1,2020,12-17,Lima,enero,724,506,36526,fisica,357,mestizo,regular
1,2020,12-17,Lima,febrero,593,113,36526,fisica,460,mestizo,comisaria
1,2020,12-17,Lima,marzo,332,141,36526,fisica,329,mestizo,regular
1,2020,12-17,Lima,abril,744,650,36526,fisica,283,mestizo,comisaria
1,2020,12-17,Lima,mayo,299,96,36526,fisica,581,aimara,regular
1,2020,12-17,Lima,junio,787,149,36526,fisica,533,mestizo,regular
1,2020,12-17,Lima,julio,563,292,36526,fisica,253,mestizo,comisaria
1,2020,12-17,Lima,agosto,728,421,36526,psicologica,330,mestizo,regular
1,2020,12-17,Lima,septiembre,753,255,36526,fisica,335,mestizo,regular
1,2020,12-17,Lima,octubre,777,314,36526,psicologica,516,mestizo,regular
1,2020,12-17,Lima,noviembre,242,613,36526,psicologica,547,mestizo,comisaria
1,2020,12-17,Lima,diciembre,367,579,36526,psicologica,199,mestizo,regular
1,2020,18-29,Lima,enero,546,565,36526,psicologica,241,mestizo,comisaria
1,2020,18-29,Lima,febrero,568,492,36526,psicologica,158,blanco,regular
1,2020,18-29,Lima,marzo,536,339,36526,sexual,376,mestizo,regular
1,2020,18-29,Lima,abril,702,425,36526,psicologica,464,quechua,regular
1,2020,18-29,Lima,mayo,430,238,36526,psicologica,323,mestizo,regular
1,2020,18-29,Lima,junio,284,192,36526,psicologica,390,mestizo,regular
1,2020,18-29,Lima,julio,786,617,36526,psicologica,201,mestizo,comisaria
1,2020,18-29,Lima,agosto,161,571,36526,sexual,405,mestizo,regular
1,2020,18-29,Lima,septiembre,777,245,36526,psicologica,271,mestizo,regular
1,2020,18-29,Lima,octubre,666,150,36526,fisica,161,mestizo,comisaria
1,2020,18-29,Lima,noviembre,651,123,36526,fisica,550,mestizo,regular
1,2020,18-29,Lima,diciembre,595,560,36526,fisica,618,mestizo,comisaria
1,2020,30+,Lima,enero,710,304,36526,psicologica,186,blanco,regular
1,2020,30+,Lima,febrero,289,213,36526,psicologica,628,mestizo,regular
1,2020,30+,Lima,marzo,800,376,36526,fisica,432,mestizo,regular
1,2020,30+,Lima,abril,69,572,36526,psicologica,130,mestizo,regular
1,2020,30+,Lima,mayo,319,307,36526,psicologica,348,mestizo,regular
1,2020,30+,Lima,junio,434,181,36526,psicologica,174,mestizo,regular
1,2020,30+,Lima,julio,653,244,36526,fisica,616,aimara,comisaria
1,2020,30+,Lima,agosto,219,345,36526,psicologica,564,mestizo,regular
1,2020,30+,Lima,septiembre,576,178,36526,psicologica,544,mestizo,comisaria
1,2020,30+,Lima,octubre,564,429,36526,psicologica,197,blanco,comisaria
1,2020,30+,Lima,noviembre,698,123,36526,fisica,105,mestizo,comisaria
1,2020,30+,Lima,diciembre,384,394,36526,psicologica,491,mestizo,regular
1,2019,0-5,Lima,enero,196,135,30311,psicologica,408,mestizo,comisaria
1,2019,0-5,Lima,febrero,393,699,30311,psicologica,523,mestizo,regular
1,2019,0-5,Lima,marzo,440,222,30311,psicologica,286,blanco,regular
1,2019,0-5,Lima,abril,658,438,30311,psicologica,217,mestizo,regular
1,2019,0-5,Lima,mayo,190,673,30311,psicologica,250,mestizo,regular
1,2019,0-5,Lima,junio,360,469,30311,psicologica,257,mestizo,regular
1,2019,0-5,Lima,julio,793,548,30311,psicologica,236,mestizo,comisaria
1,2019,0-5,Lima,agosto,507,466,30311,psicologica,644,mestizo,comisaria
1,2019,0-5,Lima,septiembre,580,668,30311,psicologica,567,mestizo,comisaria
1,2019,0-5,Lima,octubre,138,381,30311,psicologica,370,mestizo,comisaria
1,2019,0-5,Lima,noviembre,71,475,30311,psicologica,531,mestizo,comisaria
1,2019,0-5,Lima,diciembre,377,642,30311,psicologica,322,quechua,comisaria
1,2019,6-11,Lima,enero,699,679,30311,psicologica,416,mestizo,comisaria
1,2019,6-11,Lima,febrero,409,413,30311,psicologica,403,mestizo,regular
1,2019,6-11,Lima,marzo,624,404,30311,psicologica,340,mestizo,regular
1,2019,6-11,Lima,abril,95,210,30311,fisica,585,mestizo,comisaria
1,2019,6-11,Lima,mayo,164,327,30311,fisica,139,mestizo,regular
1,2019,6-11,Lima,junio,460,304,30311,fisica,329,mestizo,comisaria
1,2019,6-11,Lima,julio,756,459,30311,fisica,372,mestizo,regular
1,2019,6-11,Lima,agosto,666,147,30311,fisica,151,mestizo,comisaria
1,2019,6-11,Lima,septiembre,92,443,30311,psicologica,623,mestizo,regular
1,2019,6-11,Lima,octubre,423,461,30311,psicologica,609,mestizo,regular
1,2019,6-11,Lima,noviembre,88,497,30311,psicologica,199,mestizo,regular
1,2019,6-11,Lima,diciembre,155,398,30311,psicologica,500,mestizo,comisaria
1,2019,12-17,Lima,enero,353,482,30311,psicologica,440,mestizo,regular
1,2019,12-17,Lima,febrero,402,210,30311,psicologica,274,quechua,comisaria
1,2019,12-17,Lima,marzo,697,665,30311,psicologica,657,mestizo,regular
1,2019,12-17,Lima,abril,483,668,30311,psicologica,187,mestizo,regular
1,2019,12-17,Lima,mayo,86,302,30311,psicologica,281,mestizo,regular
1,2019,12-17,Lima,junio,413,655,30311,fisica,215,mestizo,regular
1,2019,12-17,Lima,julio,564,275,30311,fisica,523,mestizo,regular
1,2019,12-17,Lima,agosto,218,539,30311,fisica,417,mestizo,comisaria
1,2019,12-17,Lima,septiembre,782,373,30311,fisica,477,mestizo,regular
1,2019,12-17,Lima,octubre,615,351,30311,psicologica,577,mestizo,comisaria
1,2019,12-17,Lima,noviembre,370,546,30311,psicologica,505,mestizo,comisaria
1,2019,12-17,Lima,diciembre,54,231,30311,psicologica,539,quechua,comisaria
1,2019,18-29,Lima,enero,163,449,30311,psicologica,266,mestizo,regular
1,2019,18-29,Lima,febrero,634,403,30311,psicologica,592,mestizo,comisaria
1,2019,18-29,Lima,marzo,407,191,30311,sexual,591,blanco,comisaria
1,2019,18-29,Lima,abril,515,540,30311,psicologica,554,mestizo,regular
1,2019,18-29,Lima,mayo,295,173,30311,psicologica,508,quechua,comisaria
1,2019,18-29,Lima,junio,526,215,30311,psicologica,258,mestizo,comisaria
1,2019,18-29,Lima,julio,299,123,30311,psicologica,510,mestizo,regular
1,2019,18-29,Lima,agosto,225,289,30311,sexual,649,mestizo,comisaria
1,2019,18-29,Lima,septiembre,147,518,30311,psicologica,452,mestizo,comisaria
1,2019,18-29,Lima,octubre,238,373,30311,psicologica,271,mestizo,regular
1,2019,18-29,Lima,noviembre,361,478,30311,sexual,274,mestizo,regular
1,2019,18-29,Lima,diciembre,453,505,30311,psicologica,146,mestizo,regular
1,2019,30+,Lima,enero,231,514,30311,psicologica,597,quechua,comisaria
1,2019,30+,Lima,febrero,790,339,30311,psicologica,121,mestizo,regular
1,2019,30+,Lima,marzo,742,99,30311,fisica,339,mestizo,regular
1,2019,30+,Lima,abril,765,428,30311,psicologica,471,blanco,regular
1,2019,30+,Lima,mayo,716,227,30311,psicologica,510,mestizo,regular
1,2019,30+,Lima,junio,761,373,30311,psicologica,505,blanco,regular
1,2019,30+,Lima,julio,203,325,30311,fisica,483,mestizo,comisaria
1,2019,30+,Lima,agosto,633,260,30311,psicologica,221,quechua,regular
1,2019,30+,Lima,septiembre,282,673,30311,psicologica,655,mestizo,regular
1,2019,30+,Lima,octubre,459,247,30311,psicologica,428,mestizo,comisaria
1,2019,30+,Lima,noviembre,254,643,30311,fisica,155,mestizo,comisaria
1,2019,30+,Lima,diciembre,796,309,30311,psicologica,334,quechua,regular
1,2018,0-5,Lima,enero,703,622,31922,psicologica,573,aimara,comisaria
1,2018,0-5,Lima,febrero,269,484,31922,psicologica,546,mestizo,regular
1,2018,0-5,Lima,marzo,234,359,31922,psicologica,458,mestizo,comisaria
1,2018,0-5,Lima,abril,248,102,31922,sexual,258,blanco,regular
1,2018,0-5,Lima,mayo,618,122,31922,psicologica,521,mestizo,regular
1,2018,0-5,Lima,junio,533,279,31922,psicologica,600,mestizo,regular
1,2018,0-5,Lima,julio,445,124,31922,psicologica,433,mestizo,regular
1,2018,0-5,Lima,agosto,668,155,31922,psicologica,434,mestizo,regular
1,2018,0-5,Lima,septiembre,87,443,31922,psicologica,364,mestizo,regular
1,2018,0-5,Lima,octubre,493,237,31922,psicologica,118,mestizo,regular
1,2018,0-5,Lima,noviembre,427,515,31922,psicologica,172,mestizo,comisaria
1,2018,0-5,Lima,diciembre,642,362,31922,psicologica,514,mestizo,regular
1,2018,6-11,Lima,enero,765,519,31922,psicologica,113,mestizo,regular
1,2018,6-11,Lima,febrero,713,414,31922,psicologica,341,mestizo,comisaria
1,2018,6-11,Lima,marzo,796,645,31922,psicologica,645,mestizo,comisaria
1,2018,6-11,Lima,abril,111,97,31922,psicologica,504,mestizo,regular
1,2018,6-11,Lima,mayo,445,243,31922,psicologica,347,mestizo,regular
1,2018,6-11,Lima,junio,777,273,31922,psicologica,266,mestizo,regular
1,2018,6-11,Lima,julio,316,279,31922,psicologica,663,mestizo,comisaria
1,2018,6-11,Lima,agosto,292,94,31922,fisica,119,mestizo,regular
1,2018,6-11,Lima,septiembre,495,486,31922,psicologica,573,mestizo,comisaria
1,2018,6-11,Lima,octubre,492,554,31922,psicologica,496,quechua,regular
1,2018,6-11,Lima,noviembre,646,644,31922,psicologica,451,mestizo,comisaria
1,2018,6-11,Lima,diciembre,572,529,31922,psicologica,484,mestizo,comisaria
1,2018,12-17,Lima,enero,467,181,31922,fisica,219,mestizo,comisaria
1,2018,12-17,Lima,febrero,384,381,31922,fisica,279,mestizo,comisaria
1,2018,12-17,Lima,marzo,518,383,31922,fisica,172,mestizo,comisaria
1,2018,12-17,Lima,abril,658,579,31922,fisica,179,mestizo,regular
1,2018,12-17,Lima,mayo,419,597,31922,psicologica,401,mestizo,regular
1,2018,12-17,Lima,junio,525,261,31922,psicologica,445,mestizo,regular
1,2018,12-17,Lima,julio,389,186,31922,psicologica,224,mestizo,comisaria
1,2018,12-17,Lima,agosto,739,237,31922,psicologica,133,mestizo,regular
1,2018,12-17,Lima,septiembre,487,489,31922,fisica,312,mestizo,comisaria
1,2018,12-17,Lima,octubre,645,219,31922,psicologica,250,mestizo,regular
1,2018,12-17,Lima,noviembre,93,585,31922,psicologica,641,quechua,comisaria
1,2018,12-17,Lima,diciembre,106,607,31922,psicologica,204,mestizo,regular
1,2018,18-29,Lima,enero,494,385,31922,psicologica,365,quechua,regular
1,2018,18-29,Lima,febrero,496,474,31922,psicologica,100,mestizo,regular
1,2018,18-29,Lima,marzo,276,226,31922,sexual,421,mestizo,regular
1,2018,18-29,Lima,abril,302,364,31922,psicologica,102,mestizo,regular
1,2018,18-29,Lima,mayo,470,369,31922,psicologica,574,mestizo,regular
1,2018,18-29,Lima,junio,435,609,31922,psicologica,554,quechua,comisaria
1,2018,18-29,Lima,julio,668,521,31922,psicologica,513,mestizo,comisaria
1,2018,18-29,Lima,agosto,373,131,31922,sexual,390,mestizo,regular
1,2018,18-29,Lima,septiembre,679,589,31922,psicologica,499,mestizo,comisaria
1,2018,18-29,Lima,octubre,412,633,31922,psicologica,657,mestizo,regular
1,2018,18-29,Lima,noviembre,466,327,31922,sexual,250,mestizo,regular
1,2018,18-29,Lima,diciembre,765,699,31922,psicologica,149,mestizo,comisaria
1,2018,30+,Lima,enero,799,114,31922,psicologica,563,mestizo,regular
1,2018,30+,Lima,febrero,222,688,31922,psicologica,526,mestizo,comisaria
1,2018,30+,Lima,marzo,562,282,31922,fisica,120,mestizo,regular
1,2018,30+,Lima,abril,350,444,31922,psicologica,249,mestizo,regular
1,2018,30+,Lima,mayo,83,353,31922,psicologica,524,mestizo,regular
1,2018,30+,Lima,junio,506,662,31922,psicologica,557,mestizo,regular
1,2018,30+,Lima,julio,525,540,31922,fisica,499,mestizo,regular
1,2018,30+,Lima,agosto,498,226,31922,psicologica,572,mestizo,comisaria
1,2018,30+,Lima,septiembre,498,641,31922,psicologica,326,mestizo,regular
1,2018,30+,Lima,octubre,431,609,31922,psicologica,603,mestizo,comisaria
1,2018,30+,Lima,noviembre,415,674,31922,fisica,555,quechua,regular
1,2018,30+,Lima,diciembre,209,537,31922,psicologica,647,mestizo,regular
1,2023,0-5,Lima,enero,199,659,7642,psicologica,621,mestizo,regular
1,2023,0-5,Lima,febrero,229,363,7642,psicologica,653,mestizo,regular
1,2023,0-5,Lima,marzo,391,341,7642,psicologica,614,quechua,regular
1,2023,0-5,Lima,abril,219,290,7642,psicologica,205,mestizo,regular
1,2023,6-11,Lima,enero,631,123,7642,psicologica,544,mestizo,comisaria
1,2023,6-11,Lima,febrero,760,354,7642,sexual,279,mestizo,regular
1,2023,6-11,Lima,marzo,635,631,7642,psicologica,388,mestizo,regular
1,2023,6-11,Lima,abril,210,320,7642,psicologica,193,mestizo,comisaria
1,2023,12-17,Lima,enero,379,575,7642,fisica,152,mestizo,regular
1,2023,12-17,Lima,febrero,599,441,7642,fisica,219,mestizo,regular
1,2023,12-17,Lima,marzo,406,494,7642,fisica,520,mestizo,comisaria
1,2023,12-17,Lima,abril,395,546,7642,fisica,345,mestizo,comisaria
1,2023,18-29,Lima,enero,441,500,7642,fisica,503,mestizo,regular
1,2023,18-29,Lima,febrero,197,318,7642,fisica,505,mestizo,comisaria
1,2023,18-29,Lima,marzo,56,454,7642,psicologica,421,mestizo,regular
1,2023,18-29,Lima,abril,205,320,7642,psicologica,532,mestizo,regular
1,2023,30+,Lima,enero,359,217,7642,sexual,659,mestizo,comisaria
1,2023,30+,Lima,febrero,380,135,7642,psicologica,454,mestizo,regular
1,2023,30+,Lima,marzo,657,177,7642,psicologica,286,mestizo,comisaria
1,2023,30+,Lima,abril,351,533,7642,fisica,530,mestizo,comisaria
2,2021,0-5,Madre de Dios,enero,369,110,30011,psicológica,266,mestizo,regular
2,2021,0-5,Madre de Dios,febrero,463,343,30011,psicológica,455,mestizo,comisaria
2,2021,0-5,Madre de Dios,marzo,509,508,30011,psicológica,597,mestizo,comisaria
2,2021,0-5,Madre de Dios,abril,308,387,30011,psicológica,664,quechua,regular
2,2021,0-5,Madre de Dios,mayo,496,601,30011,psicológica,292,quechua,comisaria
2,2021,0-5,Madre de Dios,junio,486,482,30011,psicológica,284,mestizo,regular
2,2021,0-5,Madre de Dios,julio,523,295,30011,sexual,191,mestizo,regular
2,2021,0-5,Madre de Dios,agosto,772,352,30011,psicológica,514,mestizo,comisaria
2,2021,0-5,Madre de Dios,septiembre,284,268,30011,psicológica,132,mestizo,regular
2,2021,0-5,Madre de Dios,octubre,299,439,30011,física,427,mestizo,comisaria
2,2021,0-5,Madre de Dios,noviembre,297,443,30011,psicológica,318,mestizo,regular
2,2021,0-5,Madre de Dios,diciembre,82,549,30011,física,646,mestizo,regular
2,2021,6-11,Madre de Dios,enero,423,346,30011,psicológica,295,mestizo,regular
2,2021,6-11,Madre de Dios,febrero,500,692,30011,física,485,mestizo,comisaria
2,2021,6-11,Madre de Dios,marzo,51,462,30011,económica,145,mestizo,regular
2,2021,6-11,Madre de Dios,abril,71,364,30011,sexual,491,mestizo,comisaria
2,2021,6-11,Madre de Dios,mayo,304,504,30011,sexual,520,mestizo,comisaria
2,2021,6-11,Madre de Dios,junio,163,699,30011,psicológica,477,quechua,comisaria
2,2021,6-11,Madre de Dios,julio,444,532,30011,física,487,mestizo,regular
2,2021,6-11,Madre de Dios,agosto,778,562,30011,psicológica,127,mestizo,comisaria
2,2021,6-11,Madre de Dios,septiembre,700,484,30011,psicológica,399,mestizo,comisaria
2,2021,6-11,Madre de Dios,octubre,201,376,30011,psicológica,374,mestizo,regular
2,2021,6-11,Madre de Dios,noviembre,658,656,30011,psicológica,335,blanco,comisaria
2,2021,6-11,Madre de Dios,diciembre,183,431,30011,psicológica,447,mestizo,regular
2,2021,12-17,Madre de Dios,enero,447,148,30011,psicológica,507,mestizo,regular
2,2021,12-17,Madre de Dios,febrero,461,138,30011,psicológica,529,mestizo,regular
2,2021,12-17,Madre de Dios,marzo,225,342,30011,psicológica,120,mestizo,regular
2,2021,12-17,Madre de Dios,abril,90,308,30011,psicológica,362,mestizo,regular
